;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
алан;2.4546628e-06;1.4474939e-05;1.6022884e-06;8.0809855e-07;2.2660893e-06;4.926448e-06;1.0410515e-06;0.00015035314;0.00018536355;2.147172e-06;3.3983645e-07;1.9372728e-06;2.2909333e-05;8.105201e-06;1.9122847e-06;0.0001044276;4.9005266e-06;6.65174e-06;1.5010879e-06
объединять;0.0004394434;2.4357792e-06;0.0005433551;0.00021832796;0.00045406463;3.4711746e-05;0.00012643519;1.3189564e-05;1.14879895e-05;0.0013201406;0.00013322417;0.00044118057;0.0006010196;0.00025979753;0.0006101724;0.00055070827;2.8570646e-05;3.530722e-05;3.7979316e-06
матч;2.3545442e-06;5.8021583e-06;1.7944659e-06;3.5270182e-06;1.6582375e-07;1.559809e-06;4.825255e-06;0.0142203;9.620569e-07;1.7404968e-06;3.947902e-07;1.4399163e-07;1.7104945e-06;4.6168834e-06;1.6532132e-07;8.082251e-06;3.0737478e-06;9.772875e-07;3.6071713e-06
монстр;2.8229078e-06;1.4860225e-06;1.3226617e-06;4.690432e-07;1.2501793e-06;1.9866966e-06;7.310086e-07;1.0296916e-06;7.407393e-05;1.6861046e-06;6.853124e-07;1.2087356e-06;2.5136613e-05;1.8386932e-06;1.1523555e-06;0.00013308674;3.8662536e-05;3.633322e-06;7.711648e-07
разгораться;1.7961197e-06;1.8606859e-06;1.4539466e-05;2.1340416e-05;1.2691561e-05;0.00010080042;3.2621172e-06;2.031645e-06;8.2762845e-06;3.380773e-06;1.18313e-05;1.17886975e-05;1.8671617e-06;0.00011262635;1.1026043e-05;1.8916258e-05;4.952288e-05;0.00011203845;2.896142e-06
уроженец;5.9531525e-05;0.00058031466;9.857376e-07;8.7431545e-07;3.6998094e-06;0.00020152923;4.0832933e-06;0.0002780897;4.311554e-05;2.5615361e-06;2.512678e-06;3.7777581e-06;1.3401724e-06;2.4278077e-05;2.3400216e-06;3.3110596e-06;1.564763e-06;4.3311094e-05;2.0143492e-05
предположительно;0.00015747116;0.0012938485;3.8742505e-06;1.5909566e-07;5.975599e-06;2.1597166e-06;1.7784739e-06;1.400852e-06;0.00049417967;0.000763716;3.6589228e-07;6.73038e-06;6.410713e-06;3.2840012e-06;5.2525756e-06;1.8631703e-05;1.3008107e-05;4.631591e-06;1.2540893e-05
тигр;1.8322246e-06;5.294478e-05;2.3900545e-06;2.627022e-07;8.638713e-07;1.7962523e-06;5.656058e-07;1.1009012e-06;0.0004481551;3.2365322e-06;5.5070075e-07;9.278221e-07;1.860136e-06;1.044302e-06;7.722012e-07;2.3027442e-06;2.3201821e-06;2.2105999e-06;1.6430756e-06
потерянный;4.096354e-05;1.0883052e-06;6.077033e-05;1.37507695e-05;4.4041203e-06;1.0306808e-06;2.9944851e-05;1.2832159e-06;3.479098e-06;7.2217244e-06;2.6609905e-06;5.238639e-06;0.00011763224;1.6347251e-06;5.808391e-06;2.480491e-06;1.7588826e-06;1.6409637e-06;2.1408318e-06
показывать;1.063805e-05;7.708865e-06;0.0006023408;0.0004681251;0.00096998725;8.3831204e-05;2.8751634e-05;0.0011195061;6.2754014e-05;0.0006869765;2.9700757e-05;0.0007237352;0.0056533413;0.00058391015;0.0009951149;0.0023373493;0.0034844917;0.000488403;5.3994295e-06
чемодан;2.6061945e-05;4.447844e-06;3.169116e-05;1.1366222e-06;2.7055764e-06;1.3371866e-06;1.3254527e-06;1.0669017e-06;4.1200656e-06;1.1842186e-05;1.8043906e-06;3.1249708e-06;2.157423e-06;1.2593564e-06;2.9312791e-06;0.00013495449;0.00019563625;5.5231594e-06;2.2463664e-06
проникновение;6.718926e-06;0.00013916186;3.011382e-06;2.621035e-05;5.3152667e-06;1.0941885e-06;1.2251392e-05;1.0126398e-06;5.734865e-06;2.3572672e-06;3.4283894e-05;7.030594e-06;6.840768e-05;2.9987043e-06;5.61899e-06;1.7392553e-06;1.8072666e-06;4.8109646e-06;6.87919e-05
понести;0.00021330295;1.2693091e-05;3.6203812e-06;1.6392987e-05;4.4914956e-05;1.7033479e-05;1.741005e-05;7.6253127e-06;5.2198466e-06;2.4901623e-05;7.664573e-06;5.0385388e-05;2.6191801e-06;1.9099693e-05;3.6501417e-05;1.4877802e-06;8.084293e-06;0.00039175473;7.0247916e-05
внедорожник;2.0798566e-06;0.0006831113;0.00016142026;4.9168756e-07;5.285143e-07;2.9174393e-07;6.1116043e-07;6.3539903e-07;5.582024e-06;3.1451832e-06;2.0242278e-06;6.857184e-07;1.1150522e-06;1.2649174e-06;5.8117456e-07;3.105731e-06;3.8406024e-06;5.5346857e-07;6.097647e-06
парк;2.947377e-06;0.00027443224;0.00052357285;9.978866e-07;8.0808995e-06;4.33082e-06;3.032772e-07;1.352946e-05;0.0026011884;7.687247e-06;4.0313093e-06;6.0018438e-06;2.3644816e-06;2.5889674e-06;7.346735e-06;0.00038480497;1.001254e-05;1.5142386e-06;3.2868925e-06
нацеливать;4.35139e-06;7.3576433e-07;7.0448004e-05;6.854203e-05;2.8923305e-06;1.5283549e-06;0.00022254536;1.2689712e-06;1.4345479e-06;2.985759e-06;5.057205e-06;3.5774053e-06;0.00019784982;2.1866715e-06;4.4193976e-06;2.728132e-06;2.2049257e-06;1.8343426e-06;9.3009857e-07
упоминать;0.00034799453;3.1945215e-06;1.8120033e-06;1.497271e-06;2.2799539e-05;0.00042382625;0.00015992254;3.8106716e-06;2.1719421e-05;7.021488e-06;1.5244503e-05;2.4407167e-05;2.9946198e-06;3.8243656e-05;1.9275707e-05;3.886587e-06;0.00011944916;0.00033456105;2.645288e-05
закономерность;1.6582885e-06;8.6843335e-07;1.117198e-06;1.0877193e-06;6.323111e-07;1.7252526e-06;8.7944856e-05;9.638479e-07;1.6836066e-06;1.8824877e-06;1.5455437e-06;7.4062916e-07;0.00023394254;1.4653007e-06;7.146593e-07;1.852452e-06;1.8675327e-06;2.3694754e-06;6.269041e-07
древесина;1.523895e-06;1.1264974e-06;1.8767698e-05;1.5282297e-06;9.778e-07;1.2671644e-06;1.7636008e-06;5.824814e-07;2.1181459e-06;9.6602336e-05;2.5670692e-05;1.301672e-06;2.6486798e-05;1.2513304e-06;1.3670393e-06;7.7397315e-05;2.7365008e-06;4.2148093e-07;8.703311e-07
югославия;2.0042677e-05;7.9138823e-07;1.2279854e-06;9.503384e-07;7.5987043e-07;3.967829e-06;0.0003445987;1.0415491e-06;1.3468916e-06;4.174921e-06;7.534074e-07;8.6976644e-07;1.9761844e-06;4.102223e-06;8.213057e-07;1.9995944e-06;9.249798e-07;2.9939895e-06;1.2290351e-06
равный;1.8327454e-06;5.49243e-07;2.9812569e-05;0.0003289396;1.871038e-05;2.820815e-06;9.3061835e-06;0.00017357316;2.6763948e-06;4.593915e-06;0.00027762013;1.6492153e-05;0.0008782418;3.7783957e-05;2.2592621e-05;3.8270573e-06;7.181803e-06;4.5987786e-06;5.5142104e-06
панама;1.3355498e-06;6.817003e-07;1.8204628e-06;9.235889e-07;1.7535211e-06;0.00024420666;3.6565282e-06;1.8819037e-06;5.3348635e-06;7.512274e-05;2.9641956e-06;1.6470453e-06;4.3500113e-05;3.858967e-06;1.7580121e-06;6.0708266e-05;3.281879e-06;5.173624e-06;4.1045505e-06
музей;6.7533497e-06;3.647037e-06;3.738701e-06;3.09424e-07;4.7770177e-06;1.37375955e-05;5.205861e-07;1.5796232e-06;0.0032431236;3.8676288e-05;3.8495464e-06;3.8266953e-06;4.766873e-06;3.0792637e-06;3.6729543e-06;0.00047050967;1.07125725e-05;2.4727483e-06;2.6048888e-06
тайвань;1.7251335e-06;1.1879465e-06;4.6358404e-05;1.041701e-06;2.5309505e-06;1.8540775e-06;3.1481138e-06;1.0902452e-06;4.9530713e-06;0.00021484932;3.3996564e-06;2.9842518e-06;2.4314622e-06;5.557638e-06;3.1219738e-06;1.4107644e-05;9.5981566e-05;3.86653e-06;1.2996013e-06
грузинский;2.5139689e-06;5.7294767e-07;1.611975e-06;1.2796228e-06;2.2379952e-06;3.554896e-05;0.00023447913;1.4671538e-06;4.1097096e-06;2.137186e-06;2.442118e-06;2.256125e-06;8.15075e-05;1.9358045e-05;2.1359685e-06;5.7913894e-05;3.9828233e-06;9.690194e-06;7.530429e-07
попытаться;0.00029876578;0.0024490901;1.1527981e-06;8.651898e-07;0.00018918849;1.1129384e-05;1.0077879e-05;2.4762141e-05;0.0013066143;1.0590236e-05;3.4410461e-06;0.00019897765;8.587793e-05;0.00022107498;0.00014267507;4.2301267e-06;3.5555862e-05;0.000297159;1.7392196e-05
лазер;1.1508624e-06;6.016033e-06;1.6398164e-06;6.5878766e-07;1.036183e-06;7.968822e-07;8.8004583e-07;1.3684829e-05;5.040537e-06;1.5247394e-06;1.454866e-06;1.257843e-06;0.00021138898;1.6470703e-06;1.2311036e-06;2.4922607e-05;3.2479216e-05;3.2279213e-06;9.950088e-07
курдистан;0.0006922282;1.5864359e-06;1.2240545e-06;8.3424106e-07;5.6189975e-07;1.4212086e-06;4.3932896e-06;1.0121232e-06;1.6955803e-06;1.8852419e-06;1.287737e-06;6.43225e-07;1.6786748e-06;2.272829e-06;4.936581e-07;1.4820408e-06;1.3857256e-06;4.51662e-07;1.3908701e-06
чарли;1.4346242e-06;2.6200456e-05;1.9592894e-06;5.59651e-07;1.4572179e-06;8.484094e-07;4.4944525e-07;1.2488331e-06;8.708573e-05;2.2965799e-06;5.235874e-07;1.5135154e-06;1.9710074e-05;1.8623765e-06;1.399327e-06;0.00022389996;2.2833356e-05;3.8056955e-06;1.5162988e-06
издевательство;1.5565125e-06;0.000117157426;9.027161e-07;4.943832e-07;1.1196802e-06;1.3174351e-06;5.5734e-07;9.993447e-07;1.3969988e-05;1.2685604e-06;2.342967e-06;1.4588131e-06;2.1340277e-06;1.0331627e-06;1.0002447e-06;2.5302033e-06;0.00010048685;1.7318715e-05;9.012057e-05
amazon;8.077846e-07;6.91147e-07;2.8186056e-05;8.8866767e-07;8.5573885e-07;1.0094595e-06;5.5264525e-07;1.1353364e-06;4.824693e-06;4.369158e-06;1.4106156e-06;9.51208e-07;3.10003e-06;1.269959e-06;1.0139993e-06;0.00035625877;0.00022773555;2.4902631e-06;8.6521095e-07
освобождать;0.001018479;0.00037455265;1.90397e-06;2.9657704e-06;1.50828755e-05;8.504423e-06;6.8793297e-06;1.1925522e-06;3.662401e-05;4.8559045e-06;0.00042972696;2.1749885e-05;1.9140778e-06;1.1139254e-05;1.3700399e-05;6.384788e-07;1.489671e-06;4.7695394e-06;0.0015605207
командовать;0.00038217846;2.049417e-06;1.146039e-06;1.9406382e-06;1.9106803e-06;2.316679e-05;0.00025137208;1.7177533e-06;2.21478e-06;0.00037572012;4.142793e-06;2.5671575e-06;1.5877617e-06;9.290881e-06;2.0623438e-06;9.0795305e-07;5.669153e-07;3.8834664e-06;7.932252e-05
навстречу;1.4360642e-06;4.94232e-06;6.464623e-06;7.342733e-05;2.0714897e-06;6.723768e-06;1.2927992e-06;6.991733e-05;2.6476093e-05;1.6525024e-06;2.0104549e-06;1.8981093e-06;2.0524858e-06;2.0481805e-06;1.8795645e-06;3.2912856e-06;2.1514836e-06;7.0815913e-06;2.1406215e-06
велодром;3.3389603e-07;1.1291423e-06;2.369251e-06;5.521121e-07;1.7368403e-07;2.5155045e-06;6.037407e-07;0.000547054;1.965743e-06;1.0495803e-06;1.3882362e-06;1.7248044e-07;1.2726515e-06;2.172222e-06;1.7999261e-07;2.4294332e-06;7.301335e-07;8.511503e-07;1.0161258e-06
практически;4.9128525e-05;3.012439e-06;0.00039939935;0.00023647012;0.00073639164;1.6311295e-05;0.00044869518;6.698897e-06;7.734412e-05;6.1204205e-06;1.7596956e-05;0.0007409207;0.00070417934;0.00012843813;0.00078049017;7.3853103e-06;0.00041860002;0.0004790419;6.272085e-06
people;1.1234087e-06;1.3241712e-06;1.6696094e-06;3.243203e-07;8.3530455e-07;3.1412396e-06;4.5085292e-07;9.046185e-07;0.00012786694;1.0125792e-06;4.0775555e-07;8.160218e-07;2.3202767e-06;1.5339285e-06;7.580206e-07;8.818973e-05;0.000113954135;6.814737e-06;9.981945e-07
бригада;0.00016003413;0.0005049233;2.64872e-06;9.980997e-07;3.8311528e-06;1.5026682e-05;0.0004330197;0.00013714284;3.9671136e-06;0.00018497057;2.7146175e-06;5.6391004e-06;1.7695238e-06;3.2209743e-06;4.266776e-06;2.1108528e-06;1.9006805e-07;7.803011e-06;8.453546e-06
попытка;0.0011643803;0.0012577629;3.2782584e-06;1.7944991e-06;0.0005028347;0.00031041726;0.00096960366;3.81593e-06;0.0006507048;0.0007677723;1.9817231e-05;0.00057306275;1.0649466e-05;0.0005753475;0.0003379355;6.542876e-06;0.00019780686;0.00069232157;0.00054442853
сексуальный;4.742211e-06;2.643437e-05;1.0731947e-06;1.250715e-06;3.87253e-05;6.2419917e-06;3.2156802e-06;1.1583738e-05;0.0005682759;1.3917577e-06;2.7993417e-06;3.7810438e-05;0.00047194381;7.4717977e-06;2.5610025e-05;9.078112e-05;4.031148e-05;0.00017279359;0.0010026622
новость;0.0028632677;0.003795472;6.700802e-05;0.00073325826;0.0015437471;0.0045738104;0.0024997348;0.0005611307;2.902034e-05;0.0036311797;0.0021875605;0.0019149268;5.4408933e-06;0.00072782714;0.001555077;5.104736e-06;0.0009919745;0.0026730082;0.002565233
сближение;3.704985e-06;1.7401868e-06;1.9314298e-06;1.3092902e-06;3.1153586e-06;4.257935e-06;6.175207e-05;4.186465e-06;5.8395517e-06;0.00016745573;3.091375e-06;3.6739495e-06;8.353825e-05;2.9439676e-05;3.2778842e-06;2.0668572e-06;3.6925346e-06;9.298976e-06;1.5997844e-06
армия;0.0039046812;6.4316373e-06;2.3713849e-06;3.5953478e-06;2.2384533e-05;0.00081301096;0.00034407494;4.956733e-06;3.9237493e-05;0.00074186985;5.759328e-06;2.5759604e-05;3.4412126e-06;1.2092035e-05;1.8562989e-05;9.029422e-06;4.500657e-06;1.7830713e-05;5.212136e-06
смягчать;3.4859559e-06;2.4263452e-06;2.9713892e-05;0.0001685296;1.6825754e-05;4.0139994e-06;1.4521048e-05;8.958543e-06;1.6519357e-06;2.6701048e-06;7.278872e-05;1.7145552e-05;5.7588783e-05;0.00019154936;1.6453121e-05;1.4066751e-05;2.256491e-06;1.1002682e-05;0.00026946818
love;8.723861e-07;9.4034095e-07;1.2028246e-05;6.9023497e-07;8.740119e-07;3.2130988e-06;6.614449e-07;1.1402116e-06;1.9691879e-05;1.755937e-06;7.1736883e-07;8.912453e-07;2.4206806e-06;1.4050986e-06;8.9628094e-07;0.00041914158;0.00032397517;4.62176e-06;1.4198711e-06
обитание;1.1821161e-06;1.22076e-06;1.8552144e-06;4.9136037e-07;1.3301529e-06;6.894159e-07;5.596067e-07;1.1032133e-06;4.888082e-05;7.9684844e-07;2.0987284e-06;1.4889057e-06;0.00017570062;1.0918837e-06;1.4194273e-06;6.5144686e-06;6.282216e-05;3.5088544e-06;1.1357225e-06
будущий;3.7617583e-06;1.4999761e-06;9.050017e-06;9.001237e-05;3.541484e-05;1.3025386e-05;4.9463765e-06;3.38363e-05;1.7645905e-05;0.00016203578;0.00046810033;3.3812925e-05;0.00017788103;0.00026455993;3.9874503e-05;0.0002606392;5.759596e-06;7.056089e-06;3.2620787e-06
почва;2.0532823e-05;0.0003727094;1.1165761e-06;1.521427e-06;8.848995e-06;1.6588506e-06;3.1837862e-06;1.3857231e-06;1.7293962e-05;3.0311558e-06;1.327637e-05;1.12281095e-05;0.00024521435;9.73017e-05;8.308317e-06;2.1002465e-06;6.086439e-06;1.1290544e-05;7.222208e-06
буква;3.4113077e-06;1.0355269e-05;9.442122e-07;6.157547e-07;9.144754e-06;1.1860308e-05;1.5536095e-06;1.8113095e-06;5.0133327e-05;1.7534086e-06;3.0652325e-06;9.471948e-06;4.509539e-05;5.8121254e-06;7.2518455e-06;0.00015693395;0.0002364701;8.698813e-05;3.7608923e-05
либеральный;1.8876203e-06;2.4491515e-06;1.0360445e-06;5.281723e-07;1.8267552e-06;1.8352209e-06;1.7819475e-06;1.0584588e-06;5.41354e-06;1.5652832e-06;2.2101362e-06;2.0172633e-06;2.2995016e-06;0.00035114554;1.5052887e-06;2.7643919e-06;8.6178065e-05;2.0003654e-05;2.865233e-06
запатентовывать;7.044064e-07;1.2712588e-06;3.0483761e-06;1.4652562e-06;6.1587906e-07;1.166157e-06;4.7372967e-07;1.6046763e-06;3.1170289e-06;4.7247445e-06;1.1168694e-06;5.9828307e-07;4.962449e-06;1.3212865e-06;6.56546e-07;0.0002537378;3.5142195e-05;1.8047434e-06;7.317442e-07
нанимать;3.4396865e-06;3.6980044e-05;3.4466942e-05;4.478094e-06;0.00012708166;8.385192e-06;5.2988644e-06;2.6403102e-06;0.00011601436;3.3404713e-06;2.109984e-05;0.00013936312;4.2066704e-06;4.875554e-06;0.00012822798;6.892442e-05;1.3335515e-05;0.0002788339;7.770924e-06
экологический;5.0874214e-06;3.7057519e-06;0.00015048549;0.00012433666;0.0001117906;7.759754e-06;4.1809826e-06;2.1107137e-06;2.3589602e-05;2.8953807e-05;0.00021123812;0.0001095064;0.000313914;0.00036374648;0.00012281293;4.7959584e-06;7.115178e-06;1.607772e-05;2.2821398e-06
простаивать;8.637505e-06;1.7060844e-06;1.1421897e-05;6.9872403e-06;0.00011584741;3.2936194e-05;2.4386378e-05;2.791155e-06;0.00010343719;4.5545043e-05;0.0002512598;0.0001312721;0.00046376727;0.000114822964;0.00014991414;6.575146e-05;0.0006589684;5.9702914e-05;1.2759886e-06
заниматься;3.7580074e-05;0.00024231174;0.0002441612;4.8979427e-06;0.0034889234;5.3141368e-05;6.3578877e-06;4.8270595e-06;0.0010189214;0.00060057984;0.0017333025;0.004072298;2.9704952e-05;0.00035469973;0.0033161927;0.000992795;0.0015384719;0.0010732913;0.0012457602
тихоокеанский;4.238095e-06;1.1414046e-06;0.000112437934;2.4946223e-06;6.2420654e-06;1.5639782e-06;1.2054179e-05;9.597397e-07;3.963536e-06;0.00060527585;3.0520176e-05;8.003313e-06;0.0003286703;2.2481972e-06;9.174153e-06;8.400541e-06;2.5653242e-06;6.118544e-07;1.6339905e-06
казань;1.6206964e-06;5.3297525e-05;0.0008974915;2.5522006e-06;9.549358e-06;2.9139597e-05;7.3941106e-07;0.0006883097;8.874353e-05;4.6685043e-05;1.02558815e-05;9.25362e-06;3.5605835e-06;1.1097715e-06;9.939834e-06;8.698948e-06;8.322013e-06;4.3564864e-06;0.00013101933
сжижать;9.671651e-07;6.7850925e-07;0.00022455526;2.4842382e-06;5.527806e-07;2.3765745e-06;3.221308e-05;1.2119052e-06;9.930579e-07;2.0897758e-06;1.8273864e-06;6.230178e-07;9.540549e-07;9.786687e-07;7.118256e-07;2.168679e-06;1.2257907e-06;9.919753e-07;1.02293e-06
подниматься;4.9626e-06;5.0388684e-05;0.00038929988;0.0013087083;0.00018243807;0.0002820116;5.383205e-05;0.00042786208;0.00042681006;0.00027220696;2.2386716e-05;0.00013338207;3.8195496e-05;1.8494693e-05;0.0001669168;6.453573e-05;1.1308102e-05;7.487077e-05;3.3038505e-06
энди;1.0500229e-06;1.6557366e-06;2.2736567e-06;9.901266e-07;1.785557e-06;1.8853847e-06;6.821422e-07;8.940633e-05;5.2790678e-05;2.2006475e-06;4.5515625e-07;1.6656849e-06;4.8267193e-05;2.1052754e-06;1.8402351e-06;6.421084e-05;2.2371156e-05;6.4391975e-06;5.932591e-07
сухроба;1.3171193e-06;0.0002833692;4.3173483e-07;3.4936332e-07;1.7930678e-07;3.7463985e-07;7.6911965e-07;6.624878e-07;4.246513e-06;1.8734899e-06;2.8089943e-07;2.3565683e-07;1.7473461e-06;1.1526214e-06;1.7311257e-07;1.2479927e-06;7.287589e-07;1.3593911e-06;3.422495e-06
санаторный;5.2867347e-07;9.1281277e-07;0.00043287544;1.9838722e-06;9.675048e-07;1.5884164e-06;1.4471417e-06;7.938225e-07;1.6287647e-06;2.4917942e-06;7.343801e-05;1.1462165e-06;2.25874e-06;1.0472381e-06;1.3483569e-06;2.7572146e-06;1.4656545e-06;3.7810864e-07;1.8231385e-06
финансирование;0.00024844258;1.390463e-06;0.0001259373;0.00060470134;3.079707e-05;6.599846e-06;2.188175e-05;1.8127386e-06;1.8402436e-06;5.8261387e-05;0.0011018023;3.3980556e-05;3.7661487e-06;0.0002464713;3.688603e-05;2.8674517e-06;2.8286436e-06;4.9758714e-06;6.9989756e-06
стол;3.7891947e-05;4.473225e-05;3.8213657e-06;3.4518796e-06;5.2019644e-05;7.347289e-05;2.0617965e-05;1.6363224e-06;0.00026525502;0.00012202616;2.9660887e-05;4.789808e-05;8.474918e-06;0.00013477271;4.408514e-05;2.2024486e-05;7.3104516e-06;3.9190403e-05;2.062301e-05
переулок;9.692287e-07;0.00019203585;4.307772e-06;2.799009e-07;8.2446587e-07;6.720479e-06;7.731423e-07;9.372803e-07;0.00012085682;1.7195306e-06;1.0156117e-06;7.717566e-07;2.6180037e-06;2.632764e-06;6.363941e-07;3.2637392e-05;2.6926755e-06;2.2203742e-06;2.3966544e-05
life;8.415371e-06;0.0037445552;2.1282028e-06;1.5437067e-06;5.249283e-05;0.0012399561;1.420339e-05;1.6125747e-05;0.0011833644;5.8253885e-05;3.0588549e-06;5.9529284e-05;9.967792e-07;9.12989e-05;4.591414e-05;2.1473323e-05;0.00017083611;0.0009203428;0.0004156736
польский;4.307936e-06;3.8158796e-05;0.00021555003;1.8978034e-06;2.8440738e-05;4.2460237e-05;0.0014150783;0.00015355623;0.00045594503;9.9145276e-05;1.2803797e-06;2.5618576e-05;3.7588327e-06;2.6788314e-06;2.7134502e-05;3.7958267e-05;2.4270798e-06;1.2752609e-05;8.431639e-06
рубашка;1.2726937e-06;1.1150427e-05;1.5083634e-06;6.5542054e-07;8.449542e-07;1.8440666e-06;6.845926e-07;1.6158143e-06;2.2195438e-05;1.977894e-06;8.4678874e-07;8.5838326e-07;3.0766505e-06;2.216384e-06;7.6228173e-07;0.00051949575;8.231328e-06;3.1785648e-06;2.482073e-06
манекенщица;6.721685e-07;1.0895909e-06;1.6573338e-06;5.2819445e-07;2.7582985e-07;1.6816282e-06;5.0540393e-07;1.0565446e-06;3.383535e-06;7.2134196e-07;4.8534974e-07;2.8523044e-07;2.1103988e-06;1.0646157e-06;2.6501823e-07;0.00023588298;0.00026352738;4.0534605e-06;1.4581923e-06
кроссовок;8.0738715e-07;8.7322275e-07;2.897084e-06;3.4573628e-07;2.2507852e-07;1.182995e-06;2.1743828e-07;1.3247427e-06;8.726555e-06;1.1048805e-06;3.8045215e-07;1.8376352e-07;2.6739813e-06;9.866859e-07;2.265641e-07;0.0010248503;7.2165817e-06;6.332605e-07;4.6341538e-07
въезжать;8.688077e-06;0.00013888131;4.334234e-05;1.6930792e-06;3.3370416e-05;1.3314769e-05;0.0002446853;4.8315637e-06;3.5536075e-05;2.5161394e-06;5.6871127e-06;3.8546565e-05;1.9328302e-06;4.777492e-06;3.1068055e-05;2.1375076e-06;3.429403e-06;0.00011131163;7.608885e-05
беспилотник;8.07147e-05;6.8424674e-06;7.738048e-06;5.080488e-07;2.9386908e-06;1.0968243e-06;2.7923052e-06;7.4416215e-07;5.4182738e-06;0.00051452254;2.8913992e-06;3.4168086e-06;8.608022e-05;2.2855513e-06;3.3475815e-06;5.2997825e-06;0.00027771993;2.8654226e-06;1.2651559e-06
колебаться;1.624221e-06;1.2222639e-06;7.658093e-06;0.00011557828;8.289274e-07;1.5861791e-06;1.6798652e-06;1.3300987e-06;2.297542e-06;1.7075752e-06;2.9127402e-06;7.361885e-07;2.3568205e-06;3.5836914e-05;7.99266e-07;1.8900166e-05;2.0682724e-06;1.6064077e-06;1.9100023e-06
небезопасный;2.9921159e-05;2.2472127e-06;4.1949745e-05;1.6690877e-06;2.7637186e-06;2.9744106e-07;3.0335402e-06;7.334597e-07;4.883858e-06;0.00023485844;1.882846e-06;3.45005e-06;6.315813e-05;1.7170767e-06;3.7018779e-06;3.1366067e-06;3.2598687e-06;6.5376815e-07;7.462235e-07
напугать;4.823422e-06;5.7791218e-05;8.7238544e-07;6.159503e-07;3.4693803e-06;1.5840507e-05;1.7126399e-06;2.1938638e-06;0.00010322089;1.7562904e-06;2.3174005e-06;3.3761933e-06;1.8405769e-06;6.190839e-05;2.5122897e-06;3.282903e-06;3.4690863e-06;1.6676082e-05;3.6224727e-05
редакционный;1.4648434e-06;1.2073583e-06;2.060452e-06;9.583613e-07;2.5982079e-06;8.040079e-06;1.5499452e-06;1.0205615e-06;3.5466446e-06;1.50416e-06;1.22314705e-05;3.15701e-06;2.761766e-06;1.1204773e-05;2.5919098e-06;2.8384673e-06;0.0004626842;4.70044e-05;2.3947773e-06
придавать;4.220324e-06;1.3639657e-06;1.1639501e-05;2.995323e-06;1.5730437e-05;1.2432656e-05;0.00011330065;5.9620556e-06;3.4323307e-06;2.3262253e-06;4.9424016e-06;1.6423148e-05;0.00015125569;6.4866217e-06;1.5638076e-05;0.00016270461;8.8773384e-05;5.572818e-05;5.8931186e-05
пародия;6.7781394e-07;1.559358e-06;1.2401592e-06;4.2780363e-07;3.5997093e-07;1.6439632e-06;5.5366866e-07;8.5000414e-07;3.7333318e-06;8.4626845e-07;1.1364087e-06;4.253899e-07;2.1434591e-06;9.0940085e-07;3.5459908e-07;7.3290853e-06;0.0003154458;7.7016075e-06;1.6546679e-06
гигиена;1.2828933e-06;1.1527135e-06;2.1135127e-06;8.733646e-07;8.465302e-07;7.4737034e-07;1.1044197e-06;1.1111292e-06;3.1747109e-06;1.3141169e-05;1.5925802e-06;9.939251e-07;6.405027e-05;1.0922181e-06;1.008131e-06;0.00018794702;3.6854385e-06;1.2806324e-06;7.178093e-07
везти;1.7103491e-06;0.00012528115;1.6449146e-06;3.864714e-07;2.0450632e-06;1.9820716e-06;4.852058e-07;1.658737e-06;0.0002719739;1.9479633e-06;1.0492176e-06;2.2042866e-06;6.6748844e-06;1.6200556e-06;1.892383e-06;9.091345e-06;1.2463576e-05;7.920341e-06;2.4352632e-06
beatles;7.728648e-07;6.5657713e-07;1.4120552e-06;4.298804e-07;4.071986e-07;1.8652596e-06;5.093912e-07;9.234991e-07;4.252758e-06;8.8231184e-07;5.7360234e-07;4.5037208e-07;2.1203161e-06;1.2509033e-06;3.8931162e-07;0.00011109001;0.00025871128;5.4596876e-06;9.4051234e-07
раскол;3.06599e-05;9.768082e-07;1.3721316e-06;2.143791e-05;2.9987325e-06;1.9046242e-05;1.0611589e-05;1.479668e-06;3.8883386e-06;2.44327e-06;3.977119e-06;2.871452e-06;2.2152066e-05;0.00025407926;2.5667505e-06;2.8723534e-06;2.5270172e-06;8.5780175e-06;1.4824598e-06
легковой;1.4634443e-06;0.00028312448;0.00042563753;1.4100224e-06;4.285169e-07;3.015163e-07;5.4683585e-07;6.16521e-07;4.4964177e-06;3.1153013e-06;1.9042757e-06;5.152813e-07;8.594167e-07;7.875697e-07;4.8954837e-07;4.1749972e-05;3.540316e-06;3.487282e-07;3.3593722e-06
арендовать;1.6489904e-06;2.1948925e-05;4.5777302e-05;1.3474752e-06;6.5712757e-06;2.9114651e-06;1.245207e-06;9.243353e-06;3.173302e-05;4.638433e-05;9.605523e-06;7.3547735e-06;2.2916422e-06;2.7459275e-06;7.20609e-06;5.3117287e-06;9.310964e-06;8.301934e-06;0.00018738583
беженец;0.0017135615;1.4475871e-06;1.2072122e-06;2.6613327e-06;2.9955e-06;4.159923e-06;0.0018102329;1.1036627e-06;4.5579186e-06;2.424106e-06;1.3261242e-06;3.239523e-06;1.2214996e-06;3.5762964e-06;2.520074e-06;1.3132958e-06;2.371001e-06;9.03193e-06;4.542669e-06
